month,cosine_distance_baseline,intra_month_spread,n_headlines,corpus
2001-01,0.036931753158569336,0.08862470090389252,1000,baseline
2001-02,0.027104496955871582,0.08662275969982147,1000,baseline
2001-03,0.02996087074279785,0.08598789572715759,1000,baseline
2001-04,0.03709745407104492,0.08542729914188385,1000,baseline
2001-05,0.0278775691986084,0.08781206607818604,1000,baseline
2001-06,0.02616119384765625,0.08565420657396317,1000,baseline
2001-07,0.03840982913970947,0.0841154158115387,1000,baseline
2001-08,0.03386199474334717,0.08396498113870621,1000,baseline
2001-09,0.032557129859924316,0.08550915122032166,1000,baseline
2001-10,0.03987300395965576,0.08437257260084152,1000,baseline
2001-11,0.036768436431884766,0.08540084958076477,1000,baseline
2001-12,0.028057336807250977,0.08595550060272217,1000,baseline
2002-01,0.032378196716308594,0.08596688508987427,1000,baseline
2002-02,0.030276238918304443,0.08124843239784241,1000,baseline
2002-03,0.03843331336975098,0.0875697135925293,1000,baseline
2002-04,0.05935561656951904,0.08540596067905426,1000,baseline
2002-05,0.026152193546295166,0.08343718200922012,1000,baseline
2002-06,0.02254652976989746,0.08541462570428848,1000,baseline
2002-07,0.025795936584472656,0.08702018111944199,1000,baseline
2002-08,0.033669888973236084,0.0873255506157875,1000,baseline
2002-09,0.02168750762939453,0.08528386056423187,1000,baseline
2002-10,0.022000670433044434,0.08390336483716965,1000,baseline
2002-11,0.02477550506591797,0.08291616290807724,1000,baseline
2002-12,0.024802684783935547,0.08643768727779388,1000,baseline
2003-01,0.028634965419769287,0.08472183346748352,1000,baseline
2003-02,0.026963114738464355,0.0852060317993164,1000,baseline
2003-03,0.03775012493133545,0.08576755970716476,1000,baseline
2003-04,0.0369715690612793,0.08386306464672089,1000,baseline
2003-05,0.02351135015487671,0.08647576719522476,1000,baseline
2003-06,0.017509877681732178,0.08904998749494553,1000,baseline
2003-07,0.025552034378051758,0.08604789525270462,1000,baseline
2003-08,0.024460971355438232,0.08669409900903702,1000,baseline
2003-09,0.021182656288146973,0.08888322114944458,1000,baseline
2003-10,0.01887112855911255,0.08391270786523819,1000,baseline
2003-11,0.017654359340667725,0.08818434923887253,1000,baseline
2003-12,0.026792526245117188,0.08740022778511047,1000,baseline
2004-01,0.029610514640808105,0.08811575174331665,1000,baseline
2004-02,0.02643752098083496,0.08269701153039932,1000,baseline
2004-03,0.03432333469390869,0.08626584708690643,1000,baseline
2004-04,0.0251772403717041,0.08238101750612259,1000,baseline
2004-05,0.03196215629577637,0.08548902720212936,1000,baseline
2004-06,0.026244759559631348,0.08303975313901901,1000,baseline
2004-07,0.024541616439819336,0.0839063823223114,1000,baseline
2004-08,0.016512632369995117,0.0857415646314621,1000,baseline
2004-09,0.028067052364349365,0.08417516201734543,1000,baseline
2004-10,0.03000187873840332,0.0866047739982605,1000,baseline
2004-11,0.024036765098571777,0.08711855113506317,1000,baseline
2004-12,0.02534395456314087,0.08430179953575134,1000,baseline
2005-01,0.02570974826812744,0.08768375962972641,1000,baseline
2005-02,0.023748040199279785,0.08789563924074173,1000,baseline
2005-03,0.022294938564300537,0.08296887576580048,1000,baseline
2005-04,0.024437665939331055,0.08606977015733719,1000,baseline
2005-05,0.024540722370147705,0.0868452936410904,1000,baseline
2005-06,0.02330315113067627,0.08472280949354172,1000,baseline
2005-07,0.023774385452270508,0.08810154348611832,1000,baseline
2005-08,0.026578664779663086,0.092751644551754,1000,baseline
2005-09,0.026157855987548828,0.08804117888212204,1000,baseline
2005-10,0.020582735538482666,0.08701753616333008,1000,baseline
2005-11,0.019668936729431152,0.08345898240804672,1000,baseline
2005-12,0.02331686019897461,0.08896469324827194,1000,baseline
2006-01,0.02509284019470215,0.08804688602685928,1000,baseline
2006-02,0.02316141128540039,0.08182084560394287,1000,baseline
2006-03,0.028613030910491943,0.0845961794257164,1000,baseline
2006-04,0.018655359745025635,0.08530586957931519,1000,baseline
2006-05,0.017757415771484375,0.08387124538421631,1000,baseline
2006-06,0.02080512046813965,0.08854242414236069,1000,baseline
2006-07,0.021387457847595215,0.08953755348920822,1000,baseline
2006-08,0.019081830978393555,0.08800672739744186,1000,baseline
2006-09,0.017890751361846924,0.08706305921077728,1000,baseline
2006-10,0.01793062686920166,0.08780387043952942,1000,baseline
2006-11,0.017658233642578125,0.08776088804006577,1000,baseline
2006-12,0.016790330410003662,0.08321329951286316,1000,baseline
2007-01,0.023301303386688232,0.08830540627241135,1000,baseline
2007-02,0.018100857734680176,0.08675975352525711,1000,baseline
2007-03,0.017550885677337646,0.08693746477365494,1000,baseline
2007-04,0.02215898036956787,0.08596605807542801,1000,baseline
2007-05,0.0228613018989563,0.08561564981937408,1000,baseline
2007-06,0.0210302472114563,0.08679709583520889,1000,baseline
2007-07,0.018783926963806152,0.08898250013589859,1000,baseline
2007-08,0.023946106433868408,0.09144993126392365,1000,baseline
2007-09,0.018160581588745117,0.08805061131715775,1000,baseline
2007-10,0.018711864948272705,0.08733993023633957,1000,baseline
2007-11,0.016967296600341797,0.08636169880628586,1000,baseline
2007-12,0.017220139503479004,0.08705123513936996,1000,baseline
2008-01,0.022919416427612305,0.08727841079235077,1000,baseline
2008-02,0.024460136890411377,0.08615648001432419,1000,baseline
2008-03,0.018900752067565918,0.08611021190881729,1000,baseline
2008-04,0.018283963203430176,0.08453649282455444,1000,baseline
2008-05,0.023105263710021973,0.08594527095556259,1000,baseline
2008-06,0.01830160617828369,0.08880267292261124,1000,baseline
2008-07,0.02540069818496704,0.084903284907341,1000,baseline
2008-08,0.02851170301437378,0.08633621037006378,1000,baseline
2008-09,0.027370572090148926,0.08998580276966095,1000,baseline
2008-10,0.026970088481903076,0.08660732954740524,1000,baseline
2008-11,0.025085151195526123,0.08761857450008392,1000,baseline
2008-12,0.021830439567565918,0.09086896479129791,1000,baseline
2009-01,0.026132166385650635,0.08942291885614395,1000,baseline
2009-02,0.01979541778564453,0.09195147454738617,1000,baseline
2009-03,0.020503759384155273,0.08809373527765274,1000,baseline
2009-04,0.016069233417510986,0.0910731852054596,1000,baseline
2009-05,0.02003765106201172,0.08794772624969482,1000,baseline
2009-06,0.02293848991394043,0.08860189467668533,1000,baseline
2009-07,0.022308945655822754,0.08812223374843597,1000,baseline
2009-08,0.01943206787109375,0.08824403584003448,1000,baseline
2009-09,0.026215434074401855,0.08865603059530258,1000,baseline
2009-10,0.023344099521636963,0.08977564424276352,1000,baseline
2009-11,0.02224045991897583,0.08488397300243378,1000,baseline
2009-12,0.02948206663131714,0.08242500573396683,1000,baseline
2010-01,0.024877965450286865,0.08611007034778595,1000,baseline
2010-02,0.02363419532775879,0.08289103209972382,1000,baseline
2010-03,0.02219390869140625,0.08553974330425262,1000,baseline
2010-04,0.019353270530700684,0.08650781959295273,1000,baseline
2010-05,0.024553298950195312,0.08763884007930756,1000,baseline
2010-06,0.02714061737060547,0.0831870436668396,1000,baseline
2010-07,0.02381300926208496,0.0883132591843605,1000,baseline
2010-08,0.022208988666534424,0.0865701287984848,1000,baseline
2010-09,0.024115920066833496,0.0845981314778328,1000,baseline
2010-10,0.024676203727722168,0.08514241874217987,1000,baseline
2010-11,0.02303457260131836,0.08275323361158371,1000,baseline
2010-12,0.0315394401550293,0.08647114038467407,1000,baseline
2011-01,0.02579474449157715,0.08489267528057098,1000,baseline
2011-02,0.04565739631652832,0.08638855814933777,1000,baseline
2011-03,0.029554426670074463,0.08586449921131134,1000,baseline
2011-04,0.024234652519226074,0.08671610057353973,1000,baseline
2011-05,0.019366919994354248,0.08565565198659897,1000,baseline
2011-06,0.026914536952972412,0.08403317630290985,1000,baseline
2011-07,0.025788486003875732,0.08981537073850632,1000,baseline
2011-08,0.023948192596435547,0.08940652757883072,1000,baseline
2011-09,0.02249598503112793,0.08601696789264679,1000,baseline
2011-10,0.02082979679107666,0.08480759710073471,1000,baseline
2011-11,0.024829626083374023,0.08620656281709671,1000,baseline
2011-12,0.02469038963317871,0.0856211930513382,1000,baseline
2012-01,0.03671473264694214,0.08628150075674057,1000,baseline
2012-02,0.03232741355895996,0.08605139702558517,1000,baseline
2012-03,0.02893233299255371,0.08715741336345673,1000,baseline
2012-04,0.027745485305786133,0.08372369408607483,1000,baseline
2012-05,0.02317732572555542,0.0862988531589508,1000,baseline
2012-06,0.02808547019958496,0.08487075567245483,1000,baseline
2012-07,0.027355670928955078,0.0887937843799591,1000,baseline
2012-08,0.03930699825286865,0.08626144379377365,1000,baseline
2012-09,0.03516089916229248,0.08410558104515076,1000,baseline
2012-10,0.03302711248397827,0.0877481997013092,1000,baseline
2012-11,0.036263227462768555,0.08543509244918823,1000,baseline
2012-12,0.029717087745666504,0.08824561536312103,1000,baseline
2013-01,0.034909069538116455,0.08797620236873627,1000,baseline
2013-02,0.03169471025466919,0.08800389617681503,1000,baseline
2013-03,0.025546669960021973,0.08473360538482666,1000,baseline
2013-04,0.022989273071289062,0.08517812937498093,1000,baseline
2013-05,0.031726062297821045,0.08534454554319382,1000,baseline
2013-06,0.039689064025878906,0.08299887180328369,1000,baseline
2013-07,0.030862510204315186,0.08841085433959961,1000,baseline
2013-08,0.029642701148986816,0.08240474760532379,1000,baseline
2013-09,0.02913200855255127,0.08430704474449158,1000,baseline
2013-10,0.025493383407592773,0.08615686744451523,1000,baseline
2013-11,0.02538377046585083,0.08365453779697418,1000,baseline
2013-12,0.02939760684967041,0.08255885541439056,1000,baseline
2014-01,0.03526043891906738,0.08225943893194199,1000,baseline
2014-02,0.04461801052093506,0.08427589386701584,1000,baseline
2014-03,0.05773472785949707,0.08533007651567459,1000,baseline
2014-04,0.024382710456848145,0.08672225475311279,1000,baseline
2014-05,0.028705239295959473,0.08638095110654831,1000,baseline
2014-06,0.029276013374328613,0.08433575183153152,1000,baseline
2014-07,0.023498117923736572,0.08567503839731216,1000,baseline
2014-08,0.02633965015411377,0.08877110481262207,1000,baseline
2014-09,0.08456307649612427,0.08624312281608582,1000,baseline
2014-10,0.0311545729637146,0.084928497672081,1000,baseline
2014-11,0.2068919539451599,0.08104761689901352,1000,baseline
2014-12,0.036651611328125,0.08571094274520874,1000,baseline
2015-01,0.1511886715888977,0.08527383208274841,1000,baseline
2015-02,0.2234189510345459,0.08121705800294876,1000,baseline
2015-03,0.033844828605651855,0.089142344892025,1000,baseline
2015-04,0.03560119867324829,0.08759387582540512,1000,baseline
2015-05,0.0802760124206543,0.08797912299633026,1000,baseline
2015-06,0.05535775423049927,0.08520668745040894,1000,baseline
2015-07,0.03919261693954468,0.08686979860067368,1000,baseline
2015-08,0.039937734603881836,0.08558515459299088,1000,baseline
2015-09,0.2855558395385742,0.07995221763849258,1000,baseline
2015-10,0.22806847095489502,0.09340004622936249,1000,baseline
2015-11,0.1663038730621338,0.08589079231023788,1000,baseline
2015-12,0.2477400302886963,0.0825737714767456,1000,baseline
